date,open,high,low,close,volume,average,barCount,bb_bbm,bb_bbh,bb_bbl,VWAP,RSI,STsupp,STres,LTsupp,LTres,GLD,UVXY,SQQQ,CVX,RIO,NUE,LWAY,TSN,NTR,ADM,HYG,SRLN,EWH,GBTC,USO,DIA,QQQ,IWM,IEF,FXB,FXE
2021-05-03 12:00:00,419.12,419.14,418.46,418.6,36535.41,418.754,20373,418.1915,419.7669,416.6161,418.3414,46.545,418.44,418.74,415.79,420.76,167.84,44.1,55.25,105.65,87.21,86.15,4.95,78.85,56.18,64.81,87.25,45.77,27.18,47.91,43.94,341.46,336.37,226.84,114.05,134.23,112.93
2021-05-03 12:30:00,418.61,418.64,417.66,418.17,98053.29,418.105,41014,418.2155,419.7741,416.6569,418.3308,43.4521,417.94,418.2,415.79,420.76,167.84,43.8,55.4,105.54,86.95,85.71,4.9014,78.5,55.98,64.64,87.19,45.78,27.18,47.23,43.98,341.11,336.13,226.03,114.1,134.2,112.97
2021-05-04 06:30:00,416.07,416.6,413.75,413.88,97473.39,414.993,55778,418.036,420.475,415.597,418.0744,25.3524,413.67,414.45,410.64,414.7,168.13,48.0,58.35,105.33,86.13,86.11,4.89,78.05,57.79,64.88,86.99,45.72,27.02,44.72,44.48,338.77,330.15,221.62,114.48,133.72,112.61
2021-05-04 07:00:00,413.88,414.59,413.15,414.33,81153.55,413.872,48161,417.866,420.792,414.94,417.903,28.707,413.67,414.45,410.64,414.7,168.02,47.4,58.3,105.43,86.36,87.25,4.9101,78.24,57.36,65.23,87.08,45.73,27.08,44.71,44.54,339.0,330.21,223.33,114.51,133.72,112.6
2021-05-04 07:30:00,414.32,414.5,413.23,413.28,48892.82,413.811,29313,417.6965,421.2131,414.1799,417.7789,25.7942,412.02,413.36,410.64,414.7,168.11,48.5,59.1,105.45,86.22,87.23,4.99,77.71,57.14,65.02,87.05,45.73,27.06,44.3,44.58,338.63,328.57,222.24,114.47,133.72,112.63
2021-05-04 08:00:00,413.28,413.74,411.96,412.92,74426.5,412.659,46576,417.4795,421.5664,413.3926,417.5882,24.8627,412.02,413.36,410.64,414.7,167.15,48.9,59.4,105.5,85.86,87.78,4.99,77.59,57.13,65.17,87.02,45.72,27.07,43.65,44.71,338.54,327.9,222.12,114.3,133.98,112.53
2021-05-04 08:30:00,412.92,413.22,411.67,412.12,54273.33,412.489,31921,417.2325,421.9409,412.5241,417.4361,22.885,412.02,413.36,410.64,414.7,166.31,49.5,60.05,105.64,86.1,88.29,4.99,77.62,57.29,65.17,87.02,45.73,27.01,43.74,44.75,338.54,326.73,221.59,114.27,133.98,112.47
2021-05-04 09:00:00,412.13,413.51,411.98,413.47,42043.98,412.968,22807,417.0315,422.014,412.049,417.3524,32.6248,413.36,413.67,410.64,414.7,166.34,48.4,59.55,106.31,86.65,89.37,4.9431,77.64,57.28,65.37,87.09,45.73,27.08,43.75,44.8,339.79,327.72,222.56,114.23,133.95,112.53
2021-05-04 09:30:00,413.47,413.47,412.59,412.8,27885.88,412.953,17332,416.8065,422.1159,411.4971,417.2896,30.5618,412.02,413.36,410.64,414.7,166.35,49.3,59.95,105.99,86.75,89.19,4.95,77.25,57.66,64.8,87.08,45.73,27.04,43.33,44.75,339.54,326.96,222.22,114.32,133.95,112.53
2021-05-04 10:00:00,412.78,413.93,412.6,413.69,32216.07,413.42,19651,416.5165,421.8415,411.1915,417.2331,36.3222,413.67,414.45,410.64,414.7,166.42,48.1,59.5,106.25,87.01,89.59,4.95,77.09,57.76,64.79,87.1,45.73,27.06,43.985,44.67,340.24,327.9,222.68,114.32,133.95,112.53
2021-05-04 10:30:00,413.68,413.98,413.19,413.51,30745.9,413.514,18348,416.2245,421.5364,410.9126,417.1781,35.6776,413.36,413.67,410.64,414.7,166.62,48.5,59.6,106.19,87.11,89.64,4.95,77.51,57.98,64.99,87.09,45.73,27.07,44.252,44.63,340.15,327.61,222.63,114.33,133.95,112.51
2021-05-04 11:00:00,413.5,414.28,413.19,413.75,36606.54,413.783,21547,415.972,421.2502,410.6938,417.1189,37.2761,413.67,414.45,410.64,414.7,166.67,48.4,59.45,106.24,87.09,89.66,4.9597,77.62,58.07,65.02,87.11,45.74,27.08,44.13,44.85,340.24,327.94,222.43,114.34,133.95,112.54
2021-05-04 11:30:00,413.75,414.4,413.66,414.07,25567.07,414.143,15364,415.764,420.9975,410.5305,417.0826,39.4371,413.67,414.45,410.64,414.7,166.5,47.7,59.05,106.16,87.19,89.46,4.9597,77.58,58.09,65.03,87.13,45.74,27.1,44.46,44.87,340.28,328.62,222.62,114.24,133.95,112.49
2021-05-04 12:00:00,414.07,414.32,413.48,413.88,45033.48,413.793,26789,415.5175,420.6166,410.4184,417.0168,38.587,413.67,414.45,410.64,414.7,166.44,48.5,59.15,106.18,87.18,89.54,4.9001,77.7,58.3,65.09,87.11,45.74,27.1,44.18,44.84,340.32,328.43,222.67,114.22,133.95,112.46
2021-05-04 12:30:00,413.87,415.66,413.61,415.65,141548.68,414.734,64740,415.3785,420.301,410.456,416.9338,49.5066,415.59,415.66,414.7,415.79,166.56,46.4,58.35,106.12,87.16,89.7,4.9001,77.8,58.34,65.12,87.14,45.75,27.16,44.35,44.87,341.48,330.15,223.29,114.25,134.05,112.51
2021-05-05 07:00:00,416.58,416.67,414.94,415.82,57771.68,415.622,35583,415.1575,419.7057,410.6093,416.8997,50.0924,415.79,416.14,415.79,420.76,166.74,45.8,57.8,108.48,89.15,90.23,4.9044,77.58,58.33,65.07,87.13,45.76,27.14,44.93,45.37,340.89,331.11,221.89,114.18,134.11,112.34
2021-05-05 07:30:00,415.81,416.5,415.69,416.4,37531.25,416.163,20774,415.049,419.3639,410.7341,416.8922,52.9704,416.34,416.44,415.79,420.76,167.02,44.9,57.4,108.94,89.87,91.25,4.9102,77.68,58.93,65.38,87.17,45.77,27.2,46.14,45.29,341.38,331.87,223.17,114.31,134.13,112.41
2021-05-05 08:00:00,416.41,416.91,416.13,416.64,22655.42,416.582,12944,414.934,418.9395,410.9285,416.8899,54.1486,416.44,417.27,415.79,420.76,166.87,44.6,57.65,109.29,90.29,91.96,4.9,77.81,59.3,65.6,87.18,45.77,27.21,46.59,45.26,342.01,331.35,223.69,114.26,134.13,112.34
